,RK,Team,Year,Conf,playoffs_y_n,G,W,L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,W%,MP_scalnorm,FG_scalnorm,FGA_scalnorm,FG%_scalnorm,3P_scalnorm,3PA_scalnorm,3P%_scalnorm,2P_scalnorm,2PA_scalnorm,2P%_scalnorm,FT_scalnorm,FTA_scalnorm,FT%_scalnorm,ORB_scalnorm,DRB_scalnorm,AST_scalnorm,STL_scalnorm,BLK_scalnorm,TOV_scalnorm,PF_scalnorm,PTS_scalnorm,W%_scalnorm
0,1,Phoenix Suns,2007,West,1,82,61,21,242.7,41.3,83.6,0.494,9.6,24,0.399,31.7,59.6,0.532,18,22.3,0.808,9,31.5,25.9,6.7,4.8,14.5,20.2,110.2,0.743902439,0.046114422,0.293384295,0.10262116,0.293384295,0.293384295,0.293384295,0.293384295,0.057245369,-0.061486623,0.293384295,-0.061486623,-0.293384295,0.293384295,-0.293384295,0.083712067,0.293384295,-0.061486623,0.004883404,-0.036542486,-0.083712067,0.293384295,0.10262116
1,2,Golden State Warriors,2007,West,1,82,42,40,240.9,39.8,86,0.463,8.5,24,0.356,31.2,62,0.504,18.5,25.8,0.717,11.5,30,23.8,9.1,5.7,16,23.6,106.5,0.512195122,-0.147122444,0.180354834,0.515617594,0.035000415,0.147122444,0.515617594,0.012893925,0.059023773,-0.039600814,0.135316162,-0.049076504,-0.012893925,-0.108061629,0.035000415,-0.008582494,0.125166764,0.515617594,0.147122444,0.075199769,0.100607701,0.180354834,0.026010546
2,3,Denver Nuggets,2007,West,1,82,45,37,241.2,38.6,83,0.465,5.9,17.6,0.336,32.7,65.4,0.5,22.3,29.9,0.746,12.2,31.2,23.4,8.3,5.3,16.5,21.4,105.4,0.548780488,-0.156566287,0.28421667,0.241801861,0.134464801,-0.024908969,0.041725829,-0.28421667,0.348416249,0.145273741,0.156566287,0.224444897,0.28421667,-0.058871132,0.19435774,0.208757518,0.208757518,0.348416249,0.134464801,0.261408849,-0.10428487,0.28421667,0.094807835
3,4,Washington Wizards,2007,East,1,82,41,41,241.8,37.4,83.2,0.45,6.8,19.7,0.348,30.6,63.5,0.482,22.6,29.6,0.765,12.2,29,20.2,7.7,4.6,13.8,22.2,104.3,0.5,-0.063731651,0.213627494,0.360482871,-0.144621437,0.198579009,0.229543685,-0.108515721,0.052922464,0.074668508,-0.031592998,0.441909653,0.306686547,0.074668508,0.246511354,-0.170546849,-0.170546849,0.213627494,-0.04221705,-0.360482871,-0.021029028,0.306686547,0.021029028
4,5,Los Angeles Lakers,2007,West,1,82,42,40,244.3,37.8,81.3,0.466,7.4,21,0.353,30.4,60.2,0.505,20.2,27.1,0.747,10.8,30.4,22.6,7.3,5.1,15.5,23,103.3,0.512195122,0.816549815,0.171130125,0.119088949,0.148359242,0.18398994,0.198218407,-0.013591534,-0.034204978,-0.148359242,0.285616139,0.062713215,0.093472084,-0.034204978,-0.070136149,0.048259935,0.148359242,0.062713215,0.077719245,0.041191198,0.062713215,0.171130125,0.041191198
5,6,Memphis Grizzlies,2007,West,0,82,22,60,243.7,36.6,78.6,0.465,6.1,16.6,0.367,30.5,62,0.491,22.4,29.4,0.761,10.6,29,20.5,6.9,5,16.4,22.3,101.6,0.268292683,0.178880183,0.043056645,-0.073312441,0.115220225,0.021344002,-0.035754036,0.144325199,0.007096883,-0.065553341,0.057938055,0.243539635,0.178880183,0.028521536,-0.115220225,-0.115220225,-0.050445507,-0.097705203,0.043056645,0.178880183,0.007096883,0.155078063,-0.853529327
6,7,Utah Jazz,2007,West,1,82,51,31,241.5,37.4,78.9,0.474,4.3,12.9,0.335,33.1,66,0.501,22.3,30,0.743,12.6,30,24.7,7,4.1,15.6,25.2,101.5,0.62195122,-0.050358661,0.09913766,-0.024559616,0.183619047,-0.122873641,-0.122873641,-0.205076078,0.586293319,0.122873641,0.106523853,0.132107154,0.205076078,-0.045028899,0.183619047,-0.009758897,0.205076078,-0.045028899,-0.073025774,0.050358661,0.586293319,0.092154141,0.106523853
7,8,Sacramento Kings,2007,West,0,82,33,49,241.5,35.9,79.7,0.45,6.5,18.5,0.35,29.4,61.2,0.48,23.1,30.2,0.765,9.7,29.2,20.3,8.2,3.2,14.6,21.9,101.3,0.402439024,-0.055393415,-0.03253274,0.016127102,-0.073824099,0.073824099,0.073824099,-0.038115617,-0.10136752,-0.087058099,-0.038115617,0.644909702,0.644909702,0.038115617,-0.156552572,-0.055393415,-0.073824099,0.184013681,-0.201976897,-0.055393415,-0.038115617,0.087058099,-0.073824099
8,9,Dallas Mavericks,2007,West,1,82,67,15,240.9,36.7,78.6,0.467,6.5,17.1,0.381,30.2,61.4,0.491,20.1,24.9,0.805,11.2,30.7,19.9,6.8,5,13.9,22.4,100,0.817073171,-0.232012854,0.062450688,-0.069842548,0.170413747,0.093080795,0.013534637,0.213394286,-0.0773939,-0.093080795,0.055195835,0.048057911,-0.048057911,0.284420504,-0.013534637,0.08513023,-0.137494257,-0.137494257,0.041018765,-0.183219729,0.020333786,0.093080795,0.813131607
9,10,Milwaukee Bucks,2007,East,0,82,28,54,242.1,38.1,81.9,0.465,6.4,18,0.356,31.7,63.9,0.495,17.1,23.4,0.733,11.5,27.7,21.6,7.2,2.7,15.1,22.2,99.7,0.341463415,0,0.153971159,0.132929651,0.085622588,0.037487124,0.060370388,0.01586118,0.123760365,0.048714075,0.085622588,-0.221859556,-0.132929651,-0.099696059,0.043054995,-0.634275713,0.031996304,0.010557567,-0.634275713,-0.005273844,-0.010557567,0.060370388,-0.180979459
10,11,Toronto Raptors,2007,East,1,82,47,35,240.9,37,79.8,0.463,6.5,17.9,0.363,30.5,62,0.492,19,24.2,0.788,9.2,30.2,22.2,7.1,3.9,13.5,20.4,99.5,0.573170732,-0.383934532,0.128071312,0.056365401,0.091337987,0.154029964,0.103343307,0.16759737,0.01118807,-0.103343307,0.128071312,-0.03364832,-0.16759737,0.262548457,-0.470658635,0.022397098,0.128071312,-0.056365401,-0.244476935,-0.470658635,-0.28200042,0.103343307,0.154029964
11,12,Seattle SuperSonics,2007,West,0,82,31,51,241.8,37.2,80.8,0.46,6.4,17.7,0.362,30.8,63.1,0.487,18.4,23.3,0.791,11.3,28.3,20.7,7.7,3.7,15.5,22,99.1,0.37804878,-0.083639997,0.22382188,0.127341116,0.041461946,0.097993285,0.097993285,0.142413612,0.127341116,0.013786101,0.027598028,-0.189797948,-0.402488584,0.402488584,0.055404715,-0.402488584,-0.041461946,0.280359959,-0.347484993,0.083639997,-0.069454262,0.097993285,-0.347484993
12,13,Chicago Bulls,2007,East,1,82,49,33,241.2,37.1,81.3,0.457,5.9,15.1,0.388,31.3,66.2,0.473,18.6,25.4,0.734,12,31.7,22.3,7.8,5.4,16,23.3,98.8,0.597560976,-0.189154701,0.137757887,0.175511673,-0.030093635,-0.030093635,-0.162452912,0.420937181,0.175511673,0.420937181,-0.203489004,-0.092425884,-0.050410831,-0.149892001,0.162452912,0.420937181,0.137757887,0.271161871,0.218649833,0.175511673,0.149892001,0.050410831,0.162452912
13,14,San Antonio Spurs,2007,West,1,82,58,24,241.2,36.6,77.2,0.474,7.3,19,0.381,29.3,58.1,0.504,18.1,24.1,0.751,9.3,31.4,22.1,7.2,5.1,13.9,19.4,98.5,0.707317073,-0.116703494,0.037454645,-0.180237537,0.232534144,0.134901217,0.116703494,0.194852459,-0.134901217,-0.180237537,0.194852459,-0.125547383,-0.116703494,-0.018566984,-0.21185326,0.180237537,0.057024348,0.012358613,0.070669145,-0.167299769,-0.742478611,0.018566984,0.21185326
14,15,New Jersey Nets,2007,East,1,82,41,41,242.4,35.5,77.8,0.457,7.4,20.4,0.363,28.1,57.4,0.49,19.1,26.3,0.727,10,30.8,23.9,6.1,3.3,14.8,22.8,97.6,0.5,0.0669822,-0.089268743,-0.122574488,-0.019501032,0.175716106,0.163434583,0.097131793,-0.272772281,-0.272772281,0.032666816,0,0.046089736,-0.141687682,-0.141687682,0.122574488,0.222510946,-0.779830428,-0.189304733,-0.046089736,0.046089736,0.006484095,0.012980337
15,16,New York Knicks,2007,East,0,82,33,49,244,35.4,77.5,0.457,5.8,16.7,0.346,29.6,60.8,0.487,20.9,29.2,0.715,12.6,30.7,18.7,6.6,3.2,17.1,23.6,97.5,0.402439024,0.218123685,-0.111491151,-0.160212134,-0.019116529,-0.045180982,-0.019116529,-0.103195769,-0.103195769,-0.120157679,0.012724402,0.120157679,0.12926333,-0.185572201,0.239416681,0.080034011,-0.200619694,-0.185572201,-0.239416681,0.764454466,0.149160943,-0.006356248,-0.087508626
16,17,Houston Rockets,2007,West,1,82,52,30,242.1,35.4,79.6,0.445,8.6,23.1,0.372,26.8,56.5,0.475,17.5,23.2,0.753,10.7,32.6,20.8,7.1,4.1,14.2,20.9,97,0.634146341,0,-0.076773235,0.004376937,-0.118613045,0.184128545,0.150200807,0.110322691,-0.526406282,-0.526406282,-0.040429414,-0.138147492,-0.150200807,-0.004376937,-0.060258776,0.526406282,-0.004376937,-0.02205097,-0.065566544,-0.095642954,-0.08274104,-0.013163715,0.110322691
17,18,Charlotte Bobcats,2007,East,0,82,33,49,244,36.1,81,0.446,5.6,15.6,0.357,30.5,65.4,0.467,19.1,26,0.734,11.2,28.6,22.4,7.8,4.5,14.9,24.2,96.9,0.402439024,0.408476907,-0.035799233,0.136258057,-0.260104715,-0.136258057,-0.122963308,0.084609738,0.011903248,0.208787783,-0.322572767,0,0.035799233,-0.178310752,-0.023828795,-0.300026827,0.193253147,0.322572767,-0.084609738,-0.059968465,0.500744704,-0.059968465,-0.163876073
18,19,Cleveland Cavaliers,2007,East,1,82,50,32,242.4,36.3,81.2,0.447,6,17.1,0.352,30.3,64.1,0.473,18.1,26,0.696,12.7,30.8,20.8,7.6,4.3,14.4,21.7,96.8,0.609756098,0.073920408,0.007155736,0.098515455,-0.135271104,0.007155736,0.014324877,-0.036050538,-0.066096963,0.081912656,-0.145522062,-0.145522062,0.021521004,-0.301026814,0.860607494,0.135271104,-0.007155736,0.116175725,-0.066096963,-0.135271104,-0.066096963,-0.050863843,0.135271104
19,20,Minnesota Timberwolves,2007,West,0,82,32,50,244,36.5,79.3,0.461,4.7,13.3,0.353,31.9,66,0.483,18.3,23.1,0.792,10,30.2,22.5,6.5,4,15.6,21.4,96.1,0.390243902,0.342999664,0.030060756,-0.009995204,0.050355756,-0.218410952,-0.218410952,-0.020009133,0.29181243,0.251933706,-0.009995204,-0.162275427,-0.420477296,0.342999664,-0.218410952,0.020009133,0.188948045,-0.342999664,-0.188948045,0.103252773,-0.125853545,-0.092324906,-0.203266687
20,21,Detroit Pistons,2007,East,1,82,53,29,242.4,35.9,79.1,0.454,5.5,15.9,0.344,30.4,63.2,0.481,18.8,24.2,0.774,11.6,29,21.6,7.1,5.8,12.2,20.4,96,0.646341463,0.057028396,-0.03349297,-0.016603106,-0.050992735,-0.076003075,-0.03924063,-0.139147595,-0.027812405,0.027812405,-0.027812405,-0.03349297,-0.082697646,0.104359462,0.063194285,-0.089627687,0.03349297,-0.027812405,0.663944719,-0.663944719,-0.139147595,-0.063194285,0.161173344
21,22,Boston Celtics,2007,East,0,82,24,58,242.1,34.9,78.7,0.443,5.7,15.6,0.367,29.1,63.1,0.462,20.4,26.6,0.767,11.2,29.2,19.9,7.2,4.7,16.5,24,95.8,0.292682927,0,-0.267701757,-0.045232981,-0.267701757,-0.058779724,-0.065737078,0.129412099,-0.218374723,0.006363563,-0.765334274,0.072844548,0.058779724,0.080126122,-0.012739047,-0.065737078,-0.129412099,0.012739047,-0.006363563,0.200850587,0.200850587,-0.087609339,-0.267701757
22,23,Los Angeles Clippers,2007,West,0,82,40,42,240.6,35.1,77,0.456,3.8,11,0.348,31.3,66,0.474,21.6,27.4,0.788,10.8,30.3,21.5,7.3,5.8,15.1,22.7,95.6,0.487804878,-0.62236942,-0.1214372,-0.177582207,-0.036783436,-0.217694925,-0.217694925,-0.053457356,0.09076889,0.130434365,-0.071243868,0.113078533,0.084015326,0.1214372,-0.053457356,0.026070831,0.015563442,0.04779964,0.62236942,-0.005174846,0.026070831,-0.09076889,-0.010359386
23,24,Indiana Pacers,2007,East,0,82,35,47,241.2,35,80,0.438,5.9,16.9,0.346,29.2,63.1,0.462,19.7,25.9,0.76,12.1,29.8,20.5,7.3,5.5,16.3,23.3,95.6,0.426829268,-0.102823233,-0.171677463,0.038662986,-0.654171084,-0.016358699,-0.005439269,-0.088308318,-0.147401783,0.005439269,-0.654171084,0.016358699,-0.005439269,0.005439269,0.102823233,-0.027402991,-0.038662986,0.050242093,0.158800783,0.118856589,0.081480291,-0.095406974,-0.044405504
24,25,New Orleans/Oklahoma City Hornets,2007,West,0,82,39,43,242.4,36.2,81.4,0.445,5.5,15.3,0.362,30.7,66.1,0.464,17.5,23.7,0.74,12.5,30.6,18.7,6.4,4.2,14.5,19.8,95.5,0.475609756,0.093727494,-0.009073126,0.198262096,-0.245877714,-0.124912821,-0.124912821,0.093727494,0.064492887,0.311357246,-0.311357246,-0.286371448,-0.198262096,-0.103861278,0.264892138,0.083807745,-0.286371448,-0.381687407,-0.103861278,-0.135915504,-0.381687407,-0.198262096,-0.045710335
25,26,Philadelphia 76ers,2007,East,0,82,35,47,242.4,35.8,78.1,0.458,3.5,10,0.345,32.3,68.1,0.474,20,26,0.767,11,28.7,20.4,7.2,4.8,15.3,20.4,94.9,0.426829268,0.047236086,-0.042236805,-0.062952636,0.004572607,-0.549939198,-0.549939198,-0.099918659,0.156915512,0.549939198,-0.062952636,0.023036755,0.013752197,0.05757549,-0.032502646,-0.099918659,-0.052343235,0.00915378,0.00915378,0.013752197,-0.115254651,-0.115254651,-0.037330185
26,27,Orlando Magic,2007,East,1,82,40,42,241.2,35.1,74.3,0.472,4.2,11.7,0.356,30.9,62.5,0.494,20.5,29.2,0.702,11.2,29.5,18.6,6.9,5.1,17,23.2,94.8,0.487804878,-0.11844756,-0.14703804,-0.753574522,0.182931082,-0.197764415,-0.215019283,0.018844457,0.071725254,-0.031566966,0.086263177,0.093861488,0.127423616,-0.215019283,-0.012543305,-0.044537953,-0.263588383,-0.086263177,0.071725254,0.263588383,0.071725254,-0.182931082,-0.012543305
27,28,Miami Heat,2007,East,1,82,44,38,242.1,35.6,76.7,0.464,6.4,18.8,0.343,29.2,57.9,0.503,17,24.6,0.69,10,30.8,20.5,6.9,5.4,14.6,21.3,94.6,0.536585366,0,-0.05876477,-0.215958953,0.05876477,0.036490112,0.08334536,-0.149876123,-0.139117751,-0.176166107,0.129394238,-0.61740644,-0.04741847,-0.61740644,-0.112176807,0.097044531,-0.036490112,-0.070675745,0.112176807,-0.05303107,-0.08334536,-0.176166107,0.04741847
28,29,Portland Trail Blazers,2007,West,0,82,32,50,243.4,35,78,0.45,5.2,15,0.346,29.9,62.9,0.474,18.8,24.5,0.769,11.3,28,18.5,6.8,4.6,15.1,23.5,94.1,0.390243902,0.144253435,-0.208360882,-0.10717772,-0.090885267,-0.124794129,-0.124794129,-0.10717772,-0.090885267,-0.019854166,-0.090885267,-0.040051241,-0.075568383,0.10717772,0.026530699,-0.277711781,-0.793951996,-0.134251134,-0.026530699,-0.006601512,0.124794129,-0.277711781,-0.134251134
29,30,Atlanta Hawks,2007,East,0,82,30,52,242.4,34.5,77.7,0.444,4.2,12.7,0.329,30.4,65,0.467,20.5,26.9,0.761,11.9,28.2,19.2,7.4,5.4,15.9,24,93.7,0.365853659,0.044858033,-0.522253057,-0.094888353,-0.149015757,-0.13705754,-0.12677753,-0.522253057,-0.021876993,0.059783348,-0.117677215,0.065049239,0.049708067,0.017451608,0.059783348,-0.149015757,-0.10945227,0.059783348,0.094888353,0.059783348,0.13705754,-0.522253057,-0.12677753
0,1,Golden State Warriors,2008,West,0,82,48,34,241.2,41.5,90.3,0.459,9.3,26.6,0.348,32.2,63.7,0.506,18.8,24.9,0.752,12.7,30.4,22.4,9.1,4.6,13.2,22.9,111,0.585365854,-0.03201334,0.471612732,0.471612732,0.027873376,0.164962633,0.471612732,-0.068781921,0.085687494,0.023790702,0.092021439,0.011793506,-0.00785003,-0.019755688,0.098839219,0,0.058741732,0.164962633,-0.023790702,-0.068781921,0.114484533,0.471612732,0.027873376
1,2,Denver Nuggets,2008,West,1,82,50,32,242.1,40.3,85.8,0.47,6.9,19.6,0.355,33.4,66.3,0.504,23.1,30.7,0.751,11.2,32.9,24.7,9.2,6.7,14.7,21.1,110.7,0.609756098,0.077935716,0.131511586,0.144349604,0.083742271,0.019307207,0.039588773,-0.027240612,0.111885578,0.072445718,0.072445718,0.460906479,0.460906479,-0.027240612,0.003832322,0.161217756,0.131511586,0.460906479,0.460906479,0.043869097,0.011525777,0.161217756,0.035398853
2,3,Phoenix Suns,2008,West,1,82,55,27,241.2,41.4,82.7,0.5,8.5,21.5,0.393,32.9,61.2,0.538,18.9,24.1,0.783,8.8,32.7,26.7,6.5,6.3,14.4,19.9,110.1,0.670731707,-0.028442756,0.14656365,0.047965111,0.419011762,0.101715587,0.087815261,0.419011762,0.087815261,-0.052190017,0.419011762,0.017552252,-0.035990298,0.101715587,-0.419011762,0.101715587,0.419011762,-0.052190017,0.14656365,-0.006974483,-0.056563527,0.119557663,0.070851644
3,4,Los Angeles Lakers,2008,West,1,82,57,25,241.2,39.6,83.1,0.476,8.1,21.4,0.378,31.5,61.8,0.51,21.3,27.7,0.769,11,33.2,24.4,8,5.3,14.1,20.6,108.6,0.695121951,-0.051151228,0.15792627,0.127419035,0.215011554,0.15792627,0.136912315,0.136912315,0.086260076,-0.071722676,0.182924506,0.197757306,0.169793863,0.064724667,-0.031565831,0.753547435,0.182924506,0.136912315,0.15792627,-0.057874463,-0.018843779,0.182924506,0.215011554
4,5,Utah Jazz,2008,West,1,82,54,28,240.3,40,80.4,0.497,5,13.4,0.372,35,67,0.522,21.3,28,0.759,11.5,29.4,26.4,8.7,4.3,14.6,24,106.2,0.658536585,-0.502861854,0.122070293,-0.021064702,0.175893079,-0.105388318,-0.105388318,0.047862412,0.502861854,0.105388318,0.175893079,0.131968608,0.175893079,-0.004181171,0.021064702,-0.105388318,0.175893079,0.131968608,-0.062633967,0.025367077,0.502861854,0.105388318,0.067882677
5,6,Orlando Magic,2008,East,1,82,52,30,241.2,37.3,78.6,0.474,9.8,25.3,0.386,27.5,53.3,0.516,20.1,27.9,0.721,9.4,32.6,20.8,6.3,4.1,14.3,20.6,104.5,0.634146341,-0.034872623,0.030362896,-0.115757874,0.10766708,0.513734996,0.179696331,0.124709761,-0.513734996,-0.513734996,0.146585278,0.053785117,0.146585278,-0.124709761,-0.134822102,0.10766708,-0.058808269,-0.124709761,-0.100240367,-0.025915577,-0.012846847,0.093340704,0.058808269
6,7,Indiana Pacers,2008,East,0,82,36,46,240.9,37.8,85.3,0.444,9.2,24.6,0.374,28.6,60.6,0.472,19.1,24.9,0.768,11,32.1,22.7,7.6,5,15.1,23.4,104,0.43902439,-0.163968626,0.139043193,0.294857232,-0.177149229,0.346578559,0.346578559,0.163968626,-0.318766322,-0.220689875,-0.139043193,0.093288234,-0.02021791,0.071788443,-0.050881173,0.163968626,0.190919549,0.093288234,0.139043193,0.254562409,0.4248646,0.190919549,-0.093288234
7,8,Sacramento Kings,2008,West,0,82,38,44,241.8,37.1,80,0.464,6.2,16.7,0.373,30.9,63.3,0.488,22.1,27.7,0.798,10.1,30,19.1,7.9,4.1,16.1,22.4,102.5,0.463414634,0.061527218,0.020033107,-0.04734727,0.083871394,-0.020033107,-0.068809774,0.091704393,0.033558113,0.020033107,0.04734727,0.280214727,0.180510426,0.228582038,-0.116836806,-0.054379644,-0.280214727,0.125918867,-0.156312747,0.801107686,0.125918867,0.108143686,-0.033558113
8,9,New Orleans Hornets,2008,West,1,82,56,26,241.5,38.6,82.9,0.466,7.7,19.8,0.389,30.9,63.1,0.49,16,20.8,0.769,11.4,30.4,21.8,7.8,3.9,11.9,18.7,100.9,0.682926829,0,0.140535706,0.104415513,0.104415513,0.140535706,0.104415513,0.220701844,0.032401222,0.006431377,0.073620819,-0.270554534,-0.220701844,0.066437608,0.019342481,0,0.032401222,0.104415513,-0.220701844,-0.220701844,-0.773490099,0.088542953,0.174287464
9,10,Memphis Grizzlies,2008,West,0,82,22,60,241.5,37.3,82.2,0.454,7.6,21.7,0.349,29.8,60.5,0.492,18.5,25.6,0.723,10.3,31.3,19.2,6.1,4.7,15.3,19.4,100.7,0.268292683,0,0.073876954,0.073876954,0.010393316,0.19647389,0.303435389,-0.143088318,-0.073876954,-0.281654262,0.143088318,-0.031258084,0.073876954,-0.261968285,-0.143088318,0.073876954,-0.356661423,-0.356661423,-0.031258084,0.356661423,-0.356661423,0.11897366,-0.328040056
10,11,Boston Celtics,2008,East,1,82,66,16,240.9,36.4,76.7,0.475,7.3,19.1,0.381,29.1,57.6,0.506,20.5,26.5,0.771,10.1,31.9,22.4,8.5,4.6,15.2,22.7,100.5,0.804878049,-0.083876922,-0.047720897,-0.621344154,0.150832008,0.083876922,0.03672284,0.130219493,-0.105064484,-0.217336303,0.121237149,0.083876922,0.071126503,0.083876922,-0.090619361,0.06505118,0.077391532,0.130219493,-0.031343967,0.150832008,0.130219493,0.047720897,0.621344154
11,12,Dallas Mavericks,2008,West,1,82,51,31,240.6,36.9,79.5,0.464,6,17.1,0.352,30.9,62.3,0.495,20.6,25.3,0.814,10.8,32.2,21,6,4.9,12.6,21.8,100.4,0.62195122,-0.204901685,0,-0.132673487,0.088370476,-0.0648277,-0.049887102,-0.0648277,0.035358258,-0.042580031,0.113944798,0.132673487,0.021107736,0.844081212,-0.080339684,0.132673487,-0.072500911,-0.295246183,0.049887102,-0.190193481,0.10513455,0.049887102,0.080339684
12,13,Toronto Raptors,2008,East,1,82,41,41,241.8,38.4,82,0.468,7,17.8,0.392,31.4,64.2,0.489,16.4,20.2,0.812,9.6,30.4,23.8,7,4.1,11.7,19.5,100.2,0.5,0.047767736,0.097759323,0.02605343,0.097759323,0.042218591,0.015553054,0.217549621,0.053421676,0.047767736,0.047767736,-0.163222572,-0.621954012,0.217549621,-0.130347305,0,0.130347305,-0.036758884,-0.121356145,-0.621954012,-0.150980052,0.02605343,0
13,14,Washington Wizards,2008,East,1,82,43,39,242.7,36.4,81.6,0.446,7,19.7,0.356,29.4,62,0.475,19,24.3,0.782,12.3,29.3,19.6,7.7,4.8,13.2,19.6,98.8,0.524390244,0.870284167,-0.066840158,-0.007236195,-0.099623163,0.059075383,0.099623163,-0.029081415,-0.099623163,-0.066840158,-0.036455891,0.051435756,-0.051435756,0.182391613,0.126925785,-0.211262482,-0.211262482,0.091113776,0.007236195,-0.126925785,-0.169810516,0.021762987,0.021762987
14,15,Atlanta Hawks,2008,East,1,82,37,45,242.1,36.3,79.9,0.454,4.7,13.1,0.356,31.6,66.8,0.473,21,27.2,0.772,12.3,29.9,22,7.3,5.5,14.9,20.4,98.2,0.451219512,0.245451975,-0.166165959,-0.138162029,0.012069576,-0.352374206,-0.414184667,-0.048506202,0.195953527,0.26373923,-0.138162029,0.304219184,0.22816169,0.22816169,0.211705232,-0.138162029,0.085792013,0.024161761,0.352374206,0.22816169,-0.124681508,0.012069576,-0.085792013
15,16,Seattle SuperSonics,2008,West,0,82,20,62,241.8,38.1,85.8,0.444,3.8,11.5,0.333,34.3,74.3,0.462,17.5,22.8,0.77,11.8,32.8,21.3,6.5,4.9,16,20.5,97.5,0.243902439,0.044634529,0.07845215,0.182010886,-0.084758518,-0.203279993,-0.581158479,-0.165823387,0.203279993,0.581158479,-0.165823387,-0.07845215,-0.091347042,0.066526369,0.039449367,0.165823387,-0.009673427,-0.072386204,0.034347776,0.203279993,-0.034347776,-0.009673427,-0.203279993
16,17,Detroit Pistons,2008,East,1,82,59,23,240.6,36.6,79.9,0.458,5.9,16.2,0.366,30.6,63.7,0.481,18.4,24,0.767,11.9,29.5,22.3,7.1,5.8,11.7,20.6,97.5,0.719512195,-0.206939051,-0.028486272,-0.081138513,0.03570983,-0.097584401,-0.097584401,0.03570983,0,0.04300341,-0.007088108,-0.050383137,-0.097584401,0.028486272,0.081138513,-0.154886325,0.081138513,-0.028486272,0.243238524,-0.852474029,-0.021317613,-0.014189495,0.298181857
17,18,Chicago Bulls,2008,East,0,82,33,49,241.5,36.4,83.7,0.435,5.8,15.9,0.363,30.6,67.8,0.452,18.7,24.7,0.756,12.8,30.2,22.1,7.7,5.2,14.6,21.8,97.3,0.402439024,0,-0.050600969,0.138078554,-0.658843778,-0.088939098,-0.103557691,0.016475548,0,0.172903742,-0.658843778,0.005478121,-0.027598729,-0.016475548,0.159935085,-0.027598729,0.050600969,0.068977176,0.11140538,0.033235651,0.082062298,-0.027598729,-0.07541916
18,19,Charlotte Bobcats,2008,East,0,82,32,50,242.4,36.1,79.9,0.452,6.5,17.6,0.367,29.6,62.3,0.476,18.4,25.8,0.714,10.9,29.8,21.3,7.5,4.9,14.7,21.7,97.1,0.390243902,0.469191563,-0.281014133,-0.170166528,-0.044708044,-0.014865429,-0.014865429,0.105665277,-0.13731078,-0.090188256,-0.044708044,-0.105665277,0.13731078,-0.625357424,-0.13731078,-0.20465742,-0.029758705,0.090188256,0.105665277,0.170166528,0.170166528,-0.105665277,-0.24134512
19,20,Milwaukee Bucks,2008,East,0,82,26,56,242.1,36.9,82.3,0.449,5.5,16,0.344,31.4,66.2,0.474,17.7,24.1,0.733,12.9,28.8,21.5,6.6,4.4,14.8,21.3,97,0.317073171,0.252091376,0,0.114501362,-0.088112661,-0.234333394,-0.20125401,-0.270873296,0.128054105,0.20125401,-0.101199819,-0.170660697,-0.128054105,-0.170660697,0.425388236,-0.521476006,0.037281355,-0.141899269,-0.128054105,0.20125401,0.075206609,-0.114501362,-0.234333394
20,21,New York Knicks,2008,East,0,82,23,59,242.4,36.2,82.4,0.439,6,17.7,0.337,30.2,64.7,0.467,18.6,25.5,0.727,12.5,30,18.7,6.4,2.6,14.5,21.5,96.9,0.280487805,0.168535708,-0.086692246,0.061124578,-0.168535708,-0.049322646,0.005339728,-0.155894676,-0.016059329,0.061124578,-0.125306467,-0.005339728,0.026901507,-0.093660994,0.116681474,-0.043592869,-0.642199536,-0.116681474,-0.642199536,0.01068946,0.049322646,-0.061124578,-0.125306467
21,22,Houston Rockets,2008,West,1,82,55,27,240.6,36.6,81.7,0.448,7.1,20.8,0.342,29.5,60.9,0.485,16.4,22.5,0.726,12.2,32.4,21.4,7.3,5.1,13.7,19.6,96.7,0.670731707,-0.351374533,-0.048368592,0.024093215,-0.124327791,0.137770068,0.227514403,-0.303356125,-0.137770068,-0.227514403,0.036196485,-0.379866441,-0.282431078,-0.262991011,0.165694552,0.262991011,0.012035335,0.024093215,0.195397613,-0.165694552,-0.282431078,-0.165694552,0.244755637
